Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity,Accident_Hour,Time_Period,High_Risk_Weather,Vehicles_Category,Casualties_Category
Sunday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3.5,Going straight,Passenger,Female,31-50,3,Changing lane to the right,Slight Injury,4,Night,0,Medium,Medium
Saturday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Pedestrian,Male,Under 18,2,Driving carelessly,Slight Injury,16,Afternoon,0,Medium,Low
Monday,31-50,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,Unkown, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3.0,Going straight,na,na,na,na,Moving Backward,Serious Injury,5,Morning,0,Medium,Medium
Monday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,1-2yr,5,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3.0,Going straight,Driver or rider,Male,18-30,3,Turnover,Serious Injury,5,Morning,0,Medium,Medium
Monday,31-50,Male,Elementary school,Employee,5-10yr,Public (13?45 seats),Owner,Above 10yr,No defect,School areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,3.0,Going straight,Passenger,Female,31-50,3,Changing lane to the right,Serious Injury,5,Morning,0,Medium,Medium
Monday,Unknown,Female,Elementary school,Employee,2-5yr,Automobile,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1.0,Getting off,Pedestrian,Female,Over 51,2,Driving carelessly,Slight Injury,1,Night,0,Medium,Low
Monday,31-50,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1.0,Moving Backward,Driver or rider,Male,18-30,3,No priority to vehicle,Slight Injury,1,Night,0,Medium,Low
Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Residential areas,other,Steep grade downward with mountainous terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Other,Driver or rider,Male,18-30,3,Moving Backward,Slight Injury,13,Afternoon,0,Medium,Low
Monday,18-30,Male,High school,Employee,Above 10yr,Automobile,Owner,1-2yr,No defect, Industrial areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1.0,Going straight,na,na,na,na,Changing lane to the left,Slight Injury,14,Afternoon,0,Medium,Low
Monday,Over 51,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Pedestrian,Male,Under 18,3,Overturning,Slight Injury,14,Afternoon,0,Medium,Low
Saturday,Over 51,Male,Junior high school,Owner,2-5yr,Public (13?45 seats),Owner,1-2yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2.0,Going straight,Driver or rider,Male,31-50,3,No distancing,Slight Injury,14,Afternoon,1,Medium,Low
Saturday,31-50,Male,Elementary school,Employee,1-2yr,Public (13?45 seats),Owner,1-2yr,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,2.0,Going straight,na,na,na,na,Driving carelessly,Slight Injury,14,Afternoon,1,Medium,Low
Saturday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,7,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2.0,Going straight,Driver or rider,Male,31-50,3,No distancing,Slight Injury,14,Afternoon,1,Medium,Low
Saturday,Over 51,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,Unknown,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,na,na,na,na,Changing lane to the left,Slight Injury,14,Afternoon,0,Medium,Low
Saturday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Driver or rider,Male,31-50,3,No priority to pedestrian,Slight Injury,14,Afternoon,0,Medium,Low
Thursday,18-30,Male,Elementary school,Owner,5-10yr,Lorry (11?40Q),Owner,1-2yr,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,na,na,na,na,No distancing,Slight Injury,13,Afternoon,0,Medium,Low
Thursday,Over 51,Male,High school,Other,Above 10yr,Lorry (41?100Q),Governmental,Below 1yr,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1.0,Going straight,na,na,na,na,No distancing,Slight Injury,13,Afternoon,0,Medium,Low
Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Unknown,No defect, Outside rural areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Driver or rider,Male,31-50,3,Changing lane to the left,Slight Injury,0,Night,0,Medium,Low
Saturday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,School areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Passenger,Male,31-50,3,No distancing,Slight Injury,0,Night,0,Medium,Low
Saturday,31-50,Male,High school,Owner,5-10yr,Taxi,Owner,Above 10yr,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Passenger,Female,31-50,3,Changing lane to the left,Slight Injury,0,Night,0,Medium,Low
Wednesday,Unknown,Female,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1.0,Moving Backward,Driver or rider,Male,31-50,3,No distancing,Slight Injury,22,Night,0,Medium,Low
Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Escarpments,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1.0,Going straight,na,na,na,na,No distancing,Slight Injury,22,Night,0,Medium,Low
Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1.0,Moving Backward,Driver or rider,Male,31-50,3,No distancing,Slight Injury,0,Night,1,Medium,Low
Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1.0,Moving Backward,na,na,na,na,Changing lane to the left,Slight Injury,0,Night,1,Medium,Low
Friday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect, Outside rural areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Pedestrian,Female,18-30,3,Changing lane to the right,Slight Injury,8,Morning,0,Medium,Low
Friday,Under 18,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect, Outside rural areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Pedestrian,Male,Under 18,3,Moving Backward,Slight Injury,8,Morning,0,Medium,Low
Sunday,18-30,Male,Above high school,Employee,1-2yr,Lorry (41?100Q),Owner,2-5yrs,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1.0,Going straight,Pedestrian,Female,5,3,Changing lane to the right,Serious Injury,14,Afternoon,0,Medium,Low
Friday,Over 51,Unknown,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1.0,Going straight,na,na,na,na,No distancing,Serious Injury,15,Afternoon,1,Medium,Low
Monday,Under 18,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,  Recreational areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Driver or rider,Female,18-30,3,Overtaking,Slight Injury,8,Morning,0,Medium,Low
Sunday,31-50,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Vehicle with vehicle collision,2,1.0,Going straight,na,na,na,na,Other,Serious Injury,0,Night,1,Medium,Low
Sunday,Unknown,Female,Elementary school,Employee,2-5yr,Taxi,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Vehicle with vehicle collision,2,1.0,Unknown,Driver or rider,Female,5,3,Other,Serious Injury,0,Night,1,Medium,Low
Thursday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Other,Passenger,Male,5,3,Changing lane to the right,Slight Injury,11,Morning,0,Medium,Low
Thursday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Passenger,Male,5,3,No priority to pedestrian,Slight Injury,11,Morning,0,Medium,Low
Saturday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Unknown,na,na,na,na,No priority to vehicle,Slight Injury,16,Afternoon,0,Medium,Low
Saturday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Overtaking,Driver or rider,Male,18-30,2,Changing lane to the left,Slight Injury,16,Afternoon,0,Medium,Low
Friday,31-50,Male,Above high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Reversing,Passenger,Male,Over 51,3,Changing lane to the left,Serious Injury,8,Morning,0,Medium,Low
Friday,Under 18,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Unkown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,na,na,na,na,Overtaking,Serious Injury,8,Morning,0,Medium,Low
Sunday,18-30,Male,Elementary school,Employee,2-5yr,Public (12 seats),Owner,Above 10yr,Unkown,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Unknown,Vehicle with vehicle collision,2,1.0,Other,Driver or rider,Male,31-50,3,No distancing,Slight Injury,2,Night,0,Medium,Low
Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,5-10yrs,Unkown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1.0,Moving Backward,Driver or rider,Male,Under 18,3,No priority to vehicle,Slight Injury,8,Morning,0,Medium,Low
Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,Below 1yr,Unkown, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1.0,Going straight,Driver or rider,Male,31-50,3,Changing lane to the right,Slight Injury,8,Morning,0,Medium,Low
Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1.0,Other,na,na,na,na,Changing lane to the left,Slight Injury,7,Morning,0,Medium,Low
Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Ridden horse,Owner,Unknown,Unkown,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1.0,Moving Backward,na,na,na,na,No distancing,Slight Injury,7,Morning,0,Medium,Low
Monday,31-50,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,Unkown,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Driver or rider,Male,18-30,3,Driving carelessly,Slight Injury,15,Afternoon,0,Medium,Low
Monday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,Unkown,Office areas,One way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Driver or rider,Male,18-30,3,No priority to pedestrian,Slight Injury,16,Afternoon,0,Medium,Low
Tuesday,Unknown,Female,Above high school,Owner,5-10yr,Automobile,Owner,Unknown,Unkown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1.0,Moving Backward,Driver or rider,Female,18-30,3,Driving carelessly,Slight Injury,23,Night,1,Medium,Low
Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1.0,Going straight,Driver or rider,Male,18-30,3,Moving Backward,Slight Injury,23,Night,1,Medium,Low
Tuesday,Unknown,Female,Junior high school,Owner,5-10yr,Taxi,Owner,Unknown,Unkown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1.0,Getting off,na,na,na,na,No distancing,Slight Injury,23,Night,1,Medium,Low
Thursday,18-30,Male,High school,Employee,2-5yr,Automobile,Owner,Below 1yr,Unkown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,na,na,na,na,No distancing,Slight Injury,19,Evening,0,Medium,Low
Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Unknown,Unkown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1.0,Going straight,Driver or rider,Male,31-50,3,No distancing,Slight Injury,19,Evening,0,Medium,Low
Monday,Over 51,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,Unkown,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,3.0,Moving Backward,na,na,na,na,Changing lane to the left,Slight Injury,14,Afternoon,0,Medium,Medium
Monday,Over 51,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Governmental,Unknown,Unkown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,3.0,Going straight,Passenger,Male,31-50,3,Changing lane to the left,Slight Injury,14,Afternoon,0,Medium,Medium
